Date,Exercise,Weight (kg),Reps,Sets
2024-06-27,Pectoral Fly'S,59,8.0,1.0
2024-06-27,Pectoral Fly'S,59,6.0,1.0
2024-06-30,Lat Pulldown,32,8.0,1.0
2024-06-30,Lat Pulldown,39,10.0,1.0
2024-06-30,Lat Pulldown,1,8.0,1.0
2024-06-30,Lat Pulldown,1,8.0,1.0
2024-06-30,Lat Pulldown,4,8.0,1.0
2024-06-30,Rear Delt Fly,25,8.0,1.0
2024-06-30,Rear Delt Fly,32,8.0,1.0
2024-06-30,Rear Delt Fly,32,8.0,1.0
2024-06-30,Rear Delt Fly,32,8.0,1.0
2024-06-30,Cable Rows,32,8.0,1.0
2024-06-30,Cable Rows,39,8.0,1.0
2024-06-30,Cable Rows,45,8.0,1.0
2024-06-30,Cable Rows,45,8.0,1.0
2024-07-06,Squats,40,10.0,1.0
2024-07-06,Squats,60,8.0,1.0
2024-07-06,Squats,60,8.0,1.0
2024-07-06,Standing Calf Raises,50,15.0,1.0
2024-07-06,Standing Calf Raises,50,15.0,1.0
2024-07-06,Standing Calf Raises,60,15.0,1.0
2024-07-06,Leg Press,59,8.0,1.0
2024-07-06,Leg Press,73,8.0,1.0
2024-07-06,Leg Press,73,8.0,1.0
2024-07-06,Leg Extensions,25,8.0,1.0
2024-07-06,Leg Extensions,32,8.0,1.0
2024-07-06,Leg Extensions,39,8.0,1.0
2024-07-06,Leg Extensions,39,8.0,1.0
2024-07-07,L Sits,6,20.0,1.0
2024-07-07,L Sits,6,20.0,1.0
2024-07-07,L Sits,6,20.0,1.0
2024-07-11,Squats,40,10.0,1.0
2024-07-11,Squats,60,8.0,1.0
2024-07-11,Squats,70,8.0,1.0
2024-07-11,Squats,70,8.0,1.0
2024-07-11,Standing Calf Raises,50,15.0,1.0
2024-07-11,Standing Calf Raises,50,15.0,1.0
2024-07-11,Standing Calf Raises,50,15.0,1.0
2024-07-11,Leg Press,59,8.0,1.0
2024-07-11,Leg Press,73,8.0,1.0
2024-07-11,Leg Press,73,8.0,1.0
2024-07-11,Leg Extensions,25,8.0,1.0
2024-07-11,Leg Extensions,32,8.0,1.0
2024-07-11,Leg Extensions,39,8.0,1.0
2024-07-11,Leg Extensions,39,8.0,1.0
2024-07-12,Lat Pulldown,39,10.0,1.0
2024-07-12,Lat Pulldown,1,8.0,1.0
2024-07-12,Lat Pulldown,1,8.0,1.0
2024-07-12,Lat Pulldown,4,8.0,1.0
2024-07-12,Rear Delt Fly,25,8.0,1.0
2024-07-12,Rear Delt Fly,32,8.0,1.0
2024-07-12,Rear Delt Fly,39,8.0,1.0
2024-07-12,Machine Rows,32,8.0,1.0
2024-07-12,Machine Rows,36,8.0,1.0
2024-07-12,Machine Rows,36,8.0,1.0
2024-07-12,Machine Rows,36,8.0,1.0
2024-07-12,Cable Rows,32,8.0,1.0
2024-07-12,Cable Rows,39,8.0,1.0
2024-07-12,Cable Rows,45,8.0,1.0
2024-07-12,Cable Rows,45,8.0,1.0
2024-07-15,Bench Press,40,10.0,1.0
2024-07-15,Bench Press,40,10.0,1.0
2024-07-15,Bench Press,40,10.0,1.0
2024-07-15,Tricep Extension Machine,27,10.0,1.0
2024-07-15,Tricep Extension Machine,32,10.0,1.0
2024-07-15,Tricep Extension Machine,36,10.0,1.0
2024-07-15,Tricep Extension Machine,36,10.0,1.0
2024-07-15,Tricep Extension Machine,41,6.0,1.0
2024-07-15,Pectoral Fly'S,45,10.0,1.0
2024-07-15,Pectoral Fly'S,52,8.0,1.0
2024-07-15,Pectoral Fly'S,59,8.0,1.0
2024-07-15,Pectoral Fly'S,59,6.0,1.0
2024-07-17,Shoulder Press,10,8.0,1.0
2024-07-17,Shoulder Press,12,12.0,1.0
2024-07-17,Shoulder Press,12,12.0,1.0
2024-07-17,Shoulder Press,12,12.0,1.0
2024-07-17,Lateral Raises,5,15.0,1.0
2024-07-17,Lateral Raises,5,15.0,1.0
2024-07-17,Lateral Raises,5,15.0,1.0
2024-07-17,Lateral Raises,5,15.0,1.0
2024-07-17,L Sits,5,10.0,1.0
2024-07-17,L Sits,5,10.0,1.0
2024-08-17,Dumbbell Bench Press,12,10.0,1.0
2024-08-17,Dumbbell Bench Press,16,12.0,1.0
2024-08-17,Dumbbell Bench Press,20,10.0,1.0
2024-08-17,Dumbbell Bench Press,20,10.0,1.0
2024-08-17,Tricep Pull Downs,5,12.0,1.0
2024-08-17,Tricep Pull Downs,5,12.0,1.0
2024-08-17,Tricep Pull Downs,5,12.0,1.0
2024-08-17,Pectoral Fly'S,45,10.0,1.0
2024-08-17,Pectoral Fly'S,52,8.0,1.0
2024-08-17,Pectoral Fly'S,52,8.0,1.0
2024-08-19,Lat Pulldown,32,8.0,1.0
2024-08-19,Lat Pulldown,39,10.0,1.0
2024-08-19,Lat Pulldown,1,8.0,1.0
2024-08-19,Lat Pulldown,1,8.0,1.0
2024-08-19,Cable Rows,32,8.0,1.0
2024-08-19,Cable Rows,39,8.0,1.0
2024-08-19,Cable Rows,45,8.0,1.0
2024-08-19,Cable Rows,39,8.0,1.0
2024-08-19,Bicep Curls,8,8.0,1.0
2024-08-19,Concentrated Bicep Curls,20,5.0,1.0
2024-08-19,Concentrated Bicep Curls,20,3.0,1.0
2024-08-19,Concentrated Bicep Curls,20,2.0,1.0
2024-08-19,Rear Delt Fly,25,8.0,1.0
2024-08-19,Rear Delt Fly,32,8.0,1.0
2024-08-19,Rear Delt Fly,32,8.0,1.0
2024-08-21,Shoulder Press,12,8.0,1.0
2024-08-21,Shoulder Press,16,8.0,1.0
2024-08-21,Shoulder Press,16,8.0,1.0
2024-08-21,Shoulder Press,16,8.0,1.0
2024-08-21,Lateral Raises,6,15.0,1.0
2024-08-21,Lateral Raises,6,15.0,1.0
2024-08-21,Lateral Raises,8,15.0,1.0
2024-08-21,Lateral Raises,8,15.0,1.0
2024-08-21,L Sits,5,10.0,1.0
2024-08-21,L Sits,5,10.0,1.0
2024-08-21,L Sits,5,10.0,1.0
2024-09-01,Squats,40,10.0,1.0
2024-09-01,Squats,60,8.0,1.0
2024-09-01,Squats,60,8.0,1.0
2024-09-01,Standing Calf Raises,40,15.0,1.0
2024-09-01,Standing Calf Raises,50,15.0,1.0
2024-09-01,Standing Calf Raises,50,15.0,1.0
2024-09-01,Leg Extensions,25,8.0,1.0
2024-09-01,Leg Extensions,32,8.0,1.0
2024-09-01,Leg Extensions,39,8.0,1.0
2024-09-02,Dumbbell Bench Press,10,10.0,1.0
2024-09-02,Dumbbell Bench Press,16,12.0,1.0
2024-09-02,Dumbbell Bench Press,20,10.0,1.0
2024-09-02,Dumbbell Bench Press,20,10.0,1.0
2024-09-02,Incline Bench Press,16,8.0,1.0
2024-09-02,Incline Bench Press,16,8.0,1.0
2024-09-02,Incline Bench Press,18,8.0,1.0
2024-09-02,Tricep Pull Downs,5,10.0,1.0
2024-09-02,Tricep Pull Downs,7,8.0,1.0
2024-09-02,Tricep Pull Downs,7,8.0,1.0
2024-09-02,Pectoral Fly'S,45,10.0,1.0
2024-09-02,Pectoral Fly'S,52,8.0,1.0
2024-09-02,Pectoral Fly'S,52,8.0,1.0
2024-09-02,Pectoral Fly'S,52,5.0,1.0
2024-09-05,Deadlifts,40,8.0,1.0
2024-09-05,Deadlifts,60,8.0,1.0
2024-09-05,Deadlifts,80,8.0,1.0
2024-09-05,Lat Pulldown,32,8.0,1.0
2024-09-05,Lat Pulldown,39,10.0,1.0
2024-09-05,Lat Pulldown,1,8.0,1.0
2024-09-05,Lat Pulldown,1,8.0,1.0
2024-09-05,Machine Rows,32,8.0,1.0
2024-09-05,Machine Rows,27,8.0,1.0
2024-09-05,Machine Rows,27,8.0,1.0
2024-09-05,Cable Rows,32,8.0,1.0
2024-09-05,Cable Rows,39,8.0,1.0
2024-09-05,Cable Rows,45,8.0,1.0
2024-09-05,Cable Rows,39,8.0,1.0
2024-09-05,Bicep Curls,6,8.0,1.0
2024-09-05,Bicep Curls,10,8.0,1.0
2024-09-05,Bicep Curls,10,8.0,1.0
2024-09-05,Concentrated Bicep Curls,20,5.0,1.0
2024-09-05,Concentrated Bicep Curls,20,3.0,1.0
2024-09-05,Concentrated Bicep Curls,20,2.0,1.0
2024-09-06,Shoulder Press,12,8.0,1.0
2024-09-06,Shoulder Press,16,8.0,1.0
2024-09-06,Shoulder Press,16,8.0,1.0
2024-09-06,Shoulder Press,16,8.0,1.0
2024-09-06,Rear Delt Fly,25,8.0,1.0
2024-09-06,Rear Delt Fly,32,8.0,1.0
2024-09-06,Rear Delt Fly,32,8.0,1.0
2024-09-06,Rear Delt Fly,32,8.0,1.0
2024-09-06,Lateral Raises,6,15.0,1.0
2024-09-06,Lateral Raises,6,15.0,1.0
2024-09-06,Lateral Raises,8,15.0,1.0
2024-09-06,Lateral Raises,8,15.0,1.0
2024-09-06,L Sits,5,10.0,1.0
2024-09-06,L Sits,5,10.0,1.0
2024-09-09,Squats,40,10.0,1.0
2024-09-09,Squats,60,8.0,1.0
2024-09-09,Squats,60,8.0,1.0
2024-09-09,Squats,60,8.0,1.0
2024-09-09,Leg Press,59,8.0,1.0
2024-09-09,Leg Press,59,8.0,1.0
2024-09-09,Leg Press,59,8.0,1.0
2024-09-09,Standing Calf Raises,50,15.0,1.0
2024-09-09,Standing Calf Raises,50,15.0,1.0
2024-09-09,Standing Calf Raises,50,15.0,1.0
2024-09-09,Leg Extensions,25,8.0,1.0
2024-09-09,Leg Extensions,32,8.0,1.0
2024-09-09,Leg Extensions,39,8.0,1.0
2024-09-10,Bench Press,40,10.0,1.0
2024-09-10,Bench Press,50,8.0,1.0
2024-09-10,Bench Press,50,8.0,1.0
2024-09-10,Bench Press,50,8.0,1.0
2024-09-10,Incline Bench Press,16,8.0,1.0
2024-09-10,Incline Bench Press,18,8.0,1.0
2024-09-10,Incline Bench Press,18,8.0,1.0
2024-09-10,Tricep Pull Downs,7,12.0,1.0
2024-09-10,Tricep Pull Downs,5,12.0,1.0
2024-09-10,Tricep Pull Downs,5,12.0,1.0
2024-09-10,Tricep Pull Downs,5,12.0,1.0
2024-09-10,Pectoral Fly'S,52,8.0,1.0
2024-09-10,Pectoral Fly'S,52,8.0,1.0
2024-09-10,Pectoral Fly'S,52,8.0,1.0
2024-09-13,Lat Pulldown,32,8.0,1.0
2024-09-13,Lat Pulldown,39,10.0,1.0
2024-09-13,Lat Pulldown,1,8.0,1.0
2024-09-13,Lat Pulldown,1,8.0,1.0
2024-09-13,Lat Pulldown,1,8.0,1.0
2024-09-13,Machine Rows,32,8.0,1.0
2024-09-13,Machine Rows,27,8.0,1.0
2024-09-13,Machine Rows,32,8.0,1.0
2024-09-13,Cable Rows,32,8.0,1.0
2024-09-13,Cable Rows,45,8.0,1.0
2024-09-13,Cable Rows,39,8.0,1.0
2024-09-13,Bicep Curls,8,8.0,1.0
2024-09-13,Bicep Curls,10,8.0,1.0
2024-09-13,Bicep Curls,12,5.0,1.0
2024-09-13,Bicep Curls,10,10.0,1.0
2024-09-15,Shoulder Press,12,8.0,1.0
2024-09-15,Shoulder Press,16,8.0,1.0
2024-09-15,Shoulder Press,16,8.0,1.0
2024-09-15,Shoulder Press,16,8.0,1.0
2024-09-15,Rear Delt Fly,25,8.0,1.0
2024-09-15,Rear Delt Fly,32,8.0,1.0
2024-09-15,Rear Delt Fly,32,8.0,1.0
2024-09-15,Rear Delt Fly,32,8.0,1.0
2024-09-15,Lateral Raises,6,15.0,1.0
2024-09-15,Lateral Raises,6,15.0,1.0
2024-09-15,Lateral Raises,8,15.0,1.0
2024-09-15,Lateral Raises,8,15.0,1.0
2024-09-15,L Sits,5,15.0,1.0
2024-09-15,L Sits,5,10.0,1.0
2024-09-16,Squats,40,10.0,1.0
2024-09-16,Squats,60,8.0,1.0
2024-09-16,Squats,70,8.0,1.0
2024-09-16,Squats,70,8.0,1.0
2024-09-16,Romanian Deadlifts,40,8.0,1.0
2024-09-16,Romanian Deadlifts,40,8.0,1.0
2024-09-16,Romanian Deadlifts,45,8.0,1.0
2024-09-16,Leg Press,59,8.0,1.0
2024-09-16,Leg Press,59,8.0,1.0
2024-09-16,Leg Press,59,8.0,1.0
2024-09-16,Standing Calf Raises,50,15.0,1.0
2024-09-16,Standing Calf Raises,50,15.0,1.0
2024-09-16,Standing Calf Raises,60,14.0,1.0
2024-09-16,Leg Extensions,25,8.0,1.0
2024-09-16,Leg Extensions,39,8.0,1.0
2024-09-16,Leg Extensions,39,8.0,1.0
2024-09-20,Bench Press,40,10.0,1.0
2024-09-20,Bench Press,50,8.0,1.0
2024-09-20,Bench Press,55,4.0,1.0
2024-09-20,Bench Press,50,8.0,1.0
2024-09-20,Incline Bench Press,16,8.0,1.0
2024-09-20,Incline Bench Press,18,8.0,1.0
2024-09-20,Incline Bench Press,18,8.0,1.0
2024-09-20,Incline Bench Press,18,8.0,1.0
2024-09-20,Pectoral Fly'S,52,8.0,1.0
2024-09-20,Pectoral Fly'S,59,8.0,1.0
2024-09-23,Lat Pulldown,39,8.0,1.0
2024-09-23,Lat Pulldown,1,8.0,1.0
2024-09-23,Lat Pulldown,1,8.0,1.0
2024-09-23,Lat Pulldown,1,8.0,1.0
2024-09-23,Machine Rows,32,8.0,1.0
2024-09-23,Machine Rows,27,8.0,1.0
2024-09-23,Machine Rows,32,8.0,1.0
2024-09-23,Cable Rows,32,8.0,1.0
2024-09-23,Cable Rows,39,8.0,1.0
2024-09-23,Cable Rows,32,8.0,1.0
2024-09-23,Bicep Curls,8,8.0,1.0
2024-09-23,Bicep Curls,12,7.0,1.0
2024-09-25,Shoulder Press,14,8.0,1.0
2024-09-25,Shoulder Press,18,8.0,1.0
2024-09-25,Shoulder Press,18,6.0,1.0
2024-09-25,Shoulder Press,16,10.0,1.0
2024-09-25,Rear Delt Fly,25,8.0,1.0
2024-09-25,Rear Delt Fly,32,8.0,1.0
2024-09-25,Rear Delt Fly,32,8.0,1.0
2024-09-25,Rear Delt Fly,39,8.0,1.0
2024-09-25,Lateral Raises,6,15.0,1.0
2024-09-25,Lateral Raises,6,15.0,1.0
2024-09-25,Lateral Raises,8,15.0,1.0
2024-09-25,Lateral Raises,8,15.0,1.0
2024-09-25,L Sits,5,15.0,1.0
2024-09-25,L Sits,5,10.0,1.0
2024-09-27,Squats,40,10.0,1.0
2024-09-27,Squats,60,8.0,1.0
2024-09-27,Squats,70,8.0,1.0
2024-09-27,Squats,70,8.0,1.0
2024-09-27,Squats,80,2.0,1.0
2024-09-27,Romanian Deadlifts,40,8.0,1.0
2024-09-27,Romanian Deadlifts,50,8.0,1.0
2024-09-27,Romanian Deadlifts,50,8.0,1.0
2024-09-27,Leg Press,59,8.0,1.0
2024-09-27,Leg Press,66,8.0,1.0
2024-09-27,Leg Press,73,8.0,1.0
2024-09-27,Standing Calf Raises,50,15.0,1.0
2024-09-27,Standing Calf Raises,50,15.0,1.0
2024-09-27,Leg Extensions,25,8.0,1.0
2024-09-27,Leg Extensions,39,8.0,1.0
2024-09-27,Leg Extensions,39,8.0,1.0
2024-09-27,Leg Extensions,39,8.0,1.0
2024-09-28,Bench Press,40,10.0,1.0
2024-09-28,Bench Press,50,8.0,1.0
2024-09-28,Bench Press,55,6.0,1.0
2024-09-28,Bench Press,55,5.0,1.0
2024-09-28,Bench Press,60,1.0,1.0
2024-09-28,Incline Bench Press,16,8.0,1.0
2024-09-28,Incline Bench Press,18,8.0,1.0
2024-09-28,Incline Bench Press,20,8.0,1.0
2024-09-28,Incline Bench Press,20,8.0,1.0
2024-09-28,Tricep Pull Downs,7,12.0,1.0
2024-09-28,Tricep Pull Downs,5,12.0,1.0
2024-09-28,Tricep Pull Downs,5,12.0,1.0
2024-09-28,Tricep Pull Downs,7,12.0,1.0
2024-09-28,Pectoral Fly'S,52,8.0,1.0
2024-09-28,Pectoral Fly'S,59,8.0,1.0
2024-09-28,Pectoral Fly'S,66,6.0,1.0
2024-09-28,Pectoral Fly'S,58,8.0,1.0
2024-10-02,Lat Pull Down Machine,30,8.0,1.0
2024-10-02,Lat Pull Down Machine,35,8.0,1.0
2024-10-02,Lat Pull Down Machine,35,8.0,1.0
2024-10-02,Lat Pull Down Machine,35,8.0,1.0
2024-10-02,Machine Rows,32,8.0,1.0
2024-10-02,Machine Rows,32,8.0,1.0
2024-10-02,Machine Rows,32,8.0,1.0
2024-10-02,Machine Rows,32,8.0,1.0
2024-10-02,Concentrated Bicep Curls,23,8.0,1.0
2024-10-02,Concentrated Bicep Curls,23,8.0,1.0
2024-10-02,Concentrated Bicep Curls,27,8.0,1.0
2024-10-04,Squats,60,8.0,1.0
2024-10-04,Squats,70,8.0,1.0
2024-10-04,Squats,70,8.0,1.0
2024-10-04,Romanian Deadlifts,40,8.0,1.0
2024-10-04,Romanian Deadlifts,50,8.0,1.0
2024-10-04,Romanian Deadlifts,50,8.0,1.0
2024-10-04,Sitting Calf Raises,20,10.0,1.0
2024-10-04,Sitting Calf Raises,20,10.0,1.0
2024-10-04,Sitting Calf Raises,20,10.0,1.0
2024-10-04,Leg Extensions,36,8.0,1.0
2024-10-04,Leg Extensions,5,8.0,1.0
2024-10-08,Shoulder Press,14,8.0,1.0
2024-10-08,Shoulder Press,18,6.0,1.0
2024-10-08,Shoulder Press,18,6.0,1.0
2024-10-08,Shoulder Press,16,8.0,1.0
2024-10-08,Rear Delt Fly,25,8.0,1.0
2024-10-08,Rear Delt Fly,32,8.0,1.0
2024-10-08,Rear Delt Fly,32,8.0,1.0
2024-10-08,Rear Delt Fly,39,8.0,1.0
2024-10-08,Lateral Raises,6,15.0,1.0
2024-10-08,Lateral Raises,6,15.0,1.0
2024-10-08,Lateral Raises,8,10.0,1.0
2024-10-08,Lateral Raises,6,15.0,1.0
2024-10-08,L Sits,5,15.0,1.0
2024-10-08,L Sits,5,10.0,1.0
2024-10-09,Dumbbell Bench Press,10,10.0,1.0
2024-10-09,Dumbbell Bench Press,20,8.0,1.0
2024-10-09,Dumbbell Bench Press,24,8.0,1.0
2024-10-09,Dumbbell Bench Press,24,6.0,1.0
2024-10-09,Incline Bench Press,18,8.0,1.0
2024-10-09,Incline Bench Press,18,8.0,1.0
2024-10-09,Incline Bench Press,18,8.0,1.0
2024-10-09,Tricep Pull Downs,5,12.0,1.0
2024-10-09,Tricep Pull Downs,5,12.0,1.0
2024-10-09,Tricep Pull Downs,5,12.0,1.0
2024-10-09,Tricep Pull Downs,7,12.0,1.0
2024-10-09,Pectoral Fly'S,52,8.0,1.0
2024-10-09,Pectoral Fly'S,59,8.0,1.0
2024-10-09,Pectoral Fly'S,66,6.0,1.0
2024-10-09,Pectoral Fly'S,59,8.0,1.0
2024-10-11,Deadlifts,40,8.0,1.0
2024-10-11,Deadlifts,60,8.0,1.0
2024-10-11,Deadlifts,80,8.0,1.0
2024-10-11,Deadlifts,80,8.0,1.0
2024-10-11,Deadlifts,90,6.0,1.0
2024-10-11,Lat Pulldown,39,8.0,1.0
2024-10-11,Lat Pulldown,3,8.0,1.0
2024-10-11,Lat Pulldown,3,8.0,1.0
2024-10-11,Lat Pulldown,4,8.0,1.0
2024-10-11,Machine Rows,27,8.0,1.0
2024-10-11,Machine Rows,32,8.0,1.0
2024-10-11,Machine Rows,32,8.0,1.0
2024-10-11,Cable Rows,32,8.0,1.0
2024-10-11,Cable Rows,39,8.0,1.0
2024-10-11,Cable Rows,32,8.0,1.0
2024-10-11,Bicep Curls,10,8.0,1.0
2024-10-11,Bicep Curls,12,8.0,1.0
2024-10-11,Bicep Curls,12,8.0,1.0
2024-10-11,Bicep Curls,10,8.0,1.0
2024-10-12,Shoulder Press,14,8.0,1.0
2024-10-12,Shoulder Press,18,8.0,1.0
2024-10-12,Shoulder Press,18,6.0,1.0
2024-10-12,Shoulder Press,16,7.0,1.0
2024-10-12,Rear Delt Fly,25,8.0,1.0
2024-10-12,Rear Delt Fly,32,8.0,1.0
2024-10-12,Rear Delt Fly,39,8.0,1.0
2024-10-12,Rear Delt Fly,39,8.0,1.0
2024-10-12,Lateral Raises,6,15.0,1.0
2024-10-12,Lateral Raises,6,15.0,1.0
2024-10-12,Lateral Raises,8,15.0,1.0
2024-10-12,Lateral Raises,8,15.0,1.0
2024-10-12,L Sits,5,15.0,1.0
2024-10-12,L Sits,5,10.0,1.0
2024-10-12,L Sits,5,15.0,1.0
2024-10-14,Squats,40,10.0,1.0
2024-10-14,Squats,60,8.0,1.0
2024-10-14,Squats,70,8.0,1.0
2024-10-14,Squats,70,8.0,1.0
2024-10-14,Squats,70,8.0,1.0
2024-10-14,Squats,80,3.0,1.0
2024-10-14,Leg Extensions,25,8.0,1.0
2024-10-14,Leg Extensions,39,8.0,1.0
2024-10-14,Leg Extensions,39,8.0,1.0
2024-10-14,Leg Extensions,39,8.0,1.0
2024-10-14,Standing Calf Raises,50,15.0,1.0
2024-10-14,Standing Calf Raises,50,15.0,1.0
2024-10-14,Leg Press,59,8.0,1.0
2024-10-14,Leg Press,66,8.0,1.0
2024-10-14,Leg Press,73,8.0,1.0
2024-10-17,Bench Press,40,10.0,1.0
2024-10-17,Bench Press,50,8.0,1.0
2024-10-17,Bench Press,55,8.0,1.0
2024-10-17,Bench Press,55,6.0,1.0
2024-10-17,Bench Press,60,2.0,1.0
2024-10-17,Incline Bench Press,18,8.0,1.0
2024-10-17,Incline Bench Press,22,5.0,1.0
2024-10-17,Incline Bench Press,20,8.0,1.0
2024-10-17,Tricep Pull Downs,7,12.0,1.0
2024-10-17,Tricep Pull Downs,5,12.0,1.0
2024-10-17,Tricep Pull Downs,7,12.0,1.0
2024-10-17,Pectoral Fly'S,59,8.0,1.0
2024-10-17,Pectoral Fly'S,66,8.0,1.0
2024-10-17,Pectoral Fly'S,66,5.0,1.0
2024-10-17,Pectoral Fly'S,59,6.0,1.0
2024-10-18,Deadlifts,40,8.0,1.0
2024-10-18,Deadlifts,60,8.0,1.0
2024-10-18,Deadlifts,80,8.0,1.0
2024-10-18,Deadlifts,80,8.0,1.0
2024-10-18,Deadlifts,90,6.0,1.0
2024-10-18,Lat Pulldown,39,8.0,1.0
2024-10-18,Lat Pulldown,3,8.0,1.0
2024-10-18,Lat Pulldown,6,8.0,1.0
2024-10-18,Machine Rows,27,8.0,1.0
2024-10-18,Machine Rows,32,8.0,1.0
2024-10-18,Machine Rows,32,8.0,1.0
2024-10-18,Cable Rows,32,8.0,1.0
2024-10-18,Cable Rows,39,8.0,1.0
2024-10-18,Cable Rows,32,8.0,1.0
2024-10-18,Bicep Curls,10,8.0,1.0
2024-10-18,Bicep Curls,12,8.0,1.0
2024-10-18,Bicep Curls,12,8.0,1.0
2024-10-18,Bicep Curls,10,8.0,1.0
2024-10-20,Shoulder Press,14,8.0,1.0
2024-10-20,Shoulder Press,16,8.0,1.0
2024-10-20,Shoulder Press,18,8.0,1.0
2024-10-20,Shoulder Press,18,6.0,1.0
2024-10-20,Rear Delt Fly,25,8.0,1.0
2024-10-20,Rear Delt Fly,25,15.0,1.0
2024-10-20,Rear Delt Fly,25,15.0,1.0
2024-10-20,Lateral Raises,6,15.0,1.0
2024-10-20,Lateral Raises,6,15.0,1.0
2024-10-20,Lateral Raises,8,15.0,1.0
2024-10-20,Lateral Raises,8,15.0,1.0
2024-10-20,L Sits,5,15.0,1.0
2024-10-20,L Sits,5,10.0,1.0
2024-10-20,L Sits,5,15.0,1.0
2024-10-23,Squats,40,10.0,1.0
2024-10-23,Squats,60,8.0,1.0
2024-10-23,Squats,70,8.0,1.0
2024-10-23,Squats,70,8.0,1.0
2024-10-23,Squats,70,8.0,1.0
2024-10-23,Leg Press,59,8.0,1.0
2024-10-23,Leg Press,66,8.0,1.0
2024-10-23,Leg Press,73,8.0,1.0
2024-10-23,Leg Press,79,8.0,1.0
2024-10-23,Standing Calf Raises,50,15.0,1.0
2024-10-23,Standing Calf Raises,50,15.0,1.0
2024-10-23,Standing Calf Raises,50,15.0,1.0
2024-10-23,Leg Extensions,25,8.0,1.0
2024-10-23,Leg Extensions,39,8.0,1.0
2024-10-23,Leg Extensions,39,8.0,1.0
2024-10-23,Leg Extensions,39,8.0,1.0
2024-10-29,Bench Press,40,10.0,1.0
2024-10-29,Bench Press,50,8.0,1.0
2024-10-29,Bench Press,55,7.0,1.0
2024-10-29,Bench Press,55,5.0,1.0
2024-10-29,Incline Bench Press,18,8.0,1.0
2024-10-29,Incline Bench Press,20,8.0,1.0
2024-10-29,Incline Bench Press,20,8.0,1.0
2024-10-29,Tricep Pull Downs,7,12.0,1.0
2024-10-29,Tricep Pull Downs,7,8.0,1.0
2024-10-29,Tricep Pull Downs,5,12.0,1.0
2024-10-29,Tricep Pull Downs,7,12.0,1.0
2024-10-29,Pectoral Fly'S,59,8.0,1.0
2024-10-29,Pectoral Fly'S,66,8.0,1.0
2024-10-29,Pectoral Fly'S,66,5.0,1.0
2024-10-29,Pectoral Fly'S,59,6.0,1.0
2024-10-31,Lat Pull Down Machine,30,8.0,1.0
2024-10-31,Lat Pull Down Machine,35,8.0,1.0
2024-10-31,Lat Pull Down Machine,35,8.0,1.0
2024-10-31,Lat Pull Down Machine,35,8.0,1.0
2024-10-31,Machine Rows,32,8.0,1.0
2024-10-31,Machine Rows,32,8.0,1.0
2024-10-31,Machine Rows,32,8.0,1.0
2024-10-31,Machine Rows,32,8.0,1.0
2024-10-31,Bicep Curls,8,8.0,1.0
2024-10-31,Bicep Curls,12,8.0,1.0
2024-10-31,Bicep Curls,12,8.0,1.0
2024-10-31,Bicep Curls,8,8.0,1.0
2024-10-31,Concentrated Bicep Curls,23,8.0,1.0
2024-10-31,Concentrated Bicep Curls,23,8.0,1.0
2024-10-31,Concentrated Bicep Curls,27,8.0,1.0
2024-10-31,Rear Delt Fly,9,8.0,1.0
2024-10-31,Rear Delt Fly,18,8.0,1.0
2024-10-31,Rear Delt Fly,18,8.0,1.0
2024-11-01,Shoulder Press,14,8.0,1.0
2024-11-01,Shoulder Press,16,8.0,1.0
2024-11-01,Shoulder Press,18,8.0,1.0
2024-11-01,Shoulder Press,18,6.0,1.0
2024-11-01,Lateral Raises,6,15.0,1.0
2024-11-01,Lateral Raises,6,15.0,1.0
2024-11-01,Lateral Raises,7,15.0,1.0
2024-11-01,Lateral Raises,7,15.0,1.0
2024-11-08,Squats,40,10.0,1.0
2024-11-08,Squats,60,8.0,1.0
2024-11-08,Squats,70,8.0,1.0
2024-11-08,Squats,70,8.0,1.0
2024-11-08,Leg Press,59,8.0,1.0
2024-11-08,Leg Press,73,8.0,1.0
2024-11-08,Leg Press,79,8.0,1.0
2024-11-08,Leg Press,79,8.0,1.0
2024-11-08,Leg Extensions,25,8.0,1.0
2024-11-08,Leg Extensions,39,8.0,1.0
2024-11-08,Leg Extensions,39,8.0,1.0
2024-11-08,Leg Extensions,39,8.0,1.0
2024-11-10,Bench Press,40,10.0,1.0
2024-11-10,Bench Press,50,8.0,1.0
2024-11-10,Bench Press,55,8.0,1.0
2024-11-10,Bench Press,60,3.0,1.0
2024-11-10,Incline Bench Press,18,8.0,1.0
2024-11-10,Incline Bench Press,20,8.0,1.0
2024-11-10,Incline Bench Press,20,8.0,1.0
2024-11-10,Tricep Pull Downs,7,12.0,1.0
2024-11-10,Tricep Pull Downs,7,8.0,1.0
2024-11-10,Tricep Pull Downs,5,12.0,1.0
2024-11-10,Tricep Pull Downs,7,12.0,1.0
2024-11-10,Pectoral Fly'S,59,8.0,1.0
2024-11-10,Pectoral Fly'S,66,8.0,1.0
2024-11-10,Pectoral Fly'S,66,5.0,1.0
2024-11-10,Pectoral Fly'S,59,6.0,1.0
2024-11-13,Lat Pulldown,39,8.0,1.0
2024-11-13,Lat Pulldown,3,8.0,1.0
2024-11-13,Lat Pulldown,45,8.0,1.0
2024-11-13,Lat Pulldown,45,8.0,1.0
